"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","testName"
5.5,0.835168055606722,0.837999666077323,0.753195061397006,0.811808873573194,0.862499691418889,0.899922805386868,NA
5.6,0.833766192786133,0.836689742952885,0.749923325133784,0.809904731753763,0.861796778955537,0.899802460343626,NA
5.7,0.832353534801215,0.835426509390327,0.746356450451452,0.807880671382875,0.860974902092438,0.89978237501029,NA
5.8,0.830930081511898,0.834153909963171,0.743073141670473,0.806066691498839,0.86011765268102,0.89968204128606,NA
5.9,0.829495835129604,0.83286590979004,0.739617900076127,0.804095365434578,0.859278222991866,0.899480747890249,NA
6,0.828050800247561,0.831559813760981,0.736054644934379,0.802079944359234,0.858412597087414,0.899458334504735,NA
6.1,0.82659498386967,0.830246149210057,0.732420357613952,0.800160296119524,0.857680022765682,0.899428857987986,NA
6.2,0.825128395437855,0.82888644056009,0.728932646556705,0.798188441325894,0.85685470757842,0.899326333712255,NA
6.3,0.82365104685787,0.827475920654302,0.725335800554587,0.796150427022961,0.856042227881377,0.899217154851224,NA
6.4,0.822162952523494,0.826168789985998,0.72143455044846,0.794201341247458,0.855218415929656,0.899192425709459,NA
6.5,0.82066412933909,0.824875786803856,0.717663709605788,0.792067160947462,0.854434401363202,0.89929049847864,NA
6.6,0.819154596740466,0.823550825658175,0.713878977763456,0.790060080612561,0.85368022886575,0.89923248152235,NA
6.7,0.817634376714024,0.822011216778102,0.709879746338451,0.787900105989138,0.852940723345875,0.899327635785751,NA
6.8,0.816103493814128,0.820703709785133,0.706441541298751,0.785792523068517,0.8521713691715,0.899270532181799,NA
6.9,0.814561975178692,0.819278206918612,0.702695328539673,0.783616626158813,0.851370520446626,0.89914521574982,NA
7,0.813009850542924,0.817772774127441,0.698642621583212,0.781454665927541,0.850475355342747,0.899271514953453,NA
7.1,0.811447152251226,0.816421732257949,0.695005218299133,0.779278752066639,0.849572692260059,0.899098269414117,NA
7.2,0.809873915267202,0.814947154528443,0.691180316483496,0.777206636875647,0.848781828435009,0.899150721008685,NA
7.3,0.808290177181766,0.813545916098315,0.687044071535475,0.775051024438776,0.847945397276565,0.899084130510481,NA
7.4,0.806695978219324,0.812087598213138,0.68325538324904,0.772868951615039,0.84709779355099,0.899134741315454,NA
7.5,0.80509136124201,0.810622768329547,0.67930795279027,0.770584698881812,0.846236845779068,0.899119788144349,NA
7.6,0.803476371751972,0.809156552961795,0.674925551895661,0.768230277328515,0.845461138353532,0.899182853789471,NA
7.7,0.801851057891681,0.807717957314351,0.671086630084566,0.766116289288661,0.844555621089114,0.899183050374313,NA
7.8,0.80021547044228,0.806211040694935,0.666823392470012,0.7638273865102,0.843791461114639,0.899147093108234,NA
7.9,0.798569662819935,0.804796148474469,0.662502033653247,0.761577942171438,0.842933253376409,0.899277525850524,NA
8,0.796913691070215,0.803462366389472,0.658283158459801,0.759255563676696,0.842162679040093,0.899346896417943,NA
8.1,0.795247613860486,0.801991697770531,0.653681767236447,0.756854239230096,0.84135006947848,0.899295725709231,NA
8.2,0.79357149247033,0.800403672666892,0.649321966350562,0.754661747278052,0.840533036711197,0.899207268406128,NA
8.3,0.791885390779988,0.798943910401807,0.645477160816075,0.752355899775061,0.839689081258222,0.899273733688014,NA
8.4,0.790189375256853,0.79742572859233,0.641528789175409,0.750167503002773,0.838855261038401,0.89935971108479,NA
8.5,0.788483514939999,0.795876592598786,0.637183023602873,0.74770573165345,0.83791853273592,0.89922944601366,NA
8.6,0.786767881422795,0.794363281420353,0.632638197959312,0.745287764087213,0.837040284415982,0.899093355537855,NA
8.7,0.785042548833595,0.792800797009665,0.627976873161934,0.742810227712751,0.836133720051789,0.899099023773138,NA
8.8,0.783307593814542,0.791294409487611,0.623513205197378,0.740326297536836,0.835269224251629,0.898974053501954,NA
8.9,0.781563095498502,0.789675540021699,0.618988816696605,0.738002016062092,0.834280171289831,0.898810705380085,NA
9,0.779809135484161,0.788081501772955,0.614950511422284,0.735525355620371,0.833382490019002,0.898825089492982,NA
9.1,0.778045797809315,0.786489198879153,0.610461999828634,0.733109904831824,0.832525558478232,0.898822509541083,NA
9.2,0.776273168922372,0.78485179924326,0.606044321947562,0.730613632672482,0.831590581366817,0.898912629783563,NA
9.3,0.774491337652129,0.783314862121932,0.601312241653745,0.728107187552692,0.830660584891605,0.898890585921868,NA
9.4,0.772700395175832,0.781773855827311,0.596573723241499,0.725605253250581,0.829719303536454,0.898916824916055,NA
9.5,0.770900434985578,0.780169487324848,0.591767164994577,0.723179101140387,0.828826588778833,0.898956475821423,NA
9.6,0.769091552853093,0.778541801229568,0.586971394502472,0.720702505142839,0.827936436230818,0.89891465747795,NA
9.7,0.767273846792934,0.777011226930142,0.582189116508711,0.718134577214721,0.827060764637488,0.898928467249506,NA
9.8,0.765447417024158,0.775405126486324,0.577618842464465,0.715511676856773,0.82606257010694,0.898883933075713,NA
9.9,0.763612365930511,0.773830503191418,0.573110180535799,0.712903238704294,0.825024887819455,0.898780310425997,NA
10,0.761768798019185,0.772164966814934,0.568707235180797,0.710351753685937,0.824079476974213,0.898738140673011,NA
10.1,0.759916819878187,0.770467799363832,0.563971000835827,0.707711886976104,0.823207744401295,0.898783949495575,NA
10.2,0.758056540132392,0.768810335209117,0.559516765691436,0.705178749086586,0.822402980615719,0.898836525807519,NA
10.3,0.756188069398312,0.767084275231394,0.554684858107168,0.702422940135123,0.821435640756611,0.898889720883436,NA
10.4,0.754311520237656,0.765312181113978,0.549877849726749,0.699817294294974,0.820500354751689,0.898807571150886,NA
10.5,0.752427007109725,0.763612963287576,0.544980117092462,0.697124052684696,0.819555007087664,0.898924818925401,NA
10.6,0.750534646322706,0.761922619171356,0.540311846180412,0.694456272757018,0.818705515911863,0.898962741734259,NA
10.7,0.748634555983926,0.76023539683851,0.535459202582313,0.691733689002805,0.817896447771161,0.898843891302148,NA
